"","CUI","SDUI.x","CODE.y","STR.x"
"1040","C0197213","D019882","13153","Blepharoplasty"
"1041","C0197213","D019882","13151","Blepharoplasty"
"1042","C0197213","D019882","13152","Blepharoplasty"
"1043","C0197213","D019882","1010011","Blepharoplasty"
"1044","C0189557","D018700","32215","Pleurodesis"
"1045","C0206054","D017548","93355","Echocardiography, Transesophageal"
"1046","C0206113","D017619","77470","Hemibody Irradiation"
"1047","C0206113","D017619","77470","Half Body Irradiation"
"1048","C0206113","D017619","77470","Half-Body Irradiations"
"1049","C0206113","D017619","77470","Hemi Body Irradiation"
"1050","C0206113","D017619","77470","Hemi-Body Irradiations"
"1051","C0206113","D017619","77470","Hemibody Irradiation, Sequential"
"1052","C0206113","D017619","77470","Hemibody Irradiation, Systemic"
"1053","C0206113","D017619","77470","Hemibody Irradiations"
"1054","C0206113","D017619","77470","Hemibody Irradiations, Sequential"
"1055","C0206113","D017619","77470","Hemibody Irradiations, Systemic"
"1056","C0206113","D017619","77470","Irradiation, Half Body"
"1057","C0206113","D017619","77470","Irradiation, Hemi-Body"
"1058","C0206113","D017619","77470","Irradiation, Sequential Hemibody"
"1059","C0206113","D017619","77470","Irradiation, Systemic Hemibody"
"1060","C0206113","D017619","77470","Irradiations, Half-Body"
"1061","C0206113","D017619","77470","Irradiations, Hemi-Body"
"1062","C0206113","D017619","77470","Irradiations, Hemibody"
"1063","C0206113","D017619","77470","Irradiations, Sequential Hemibody"
"1064","C0206113","D017619","77470","Irradiations, Systemic Hemibody"
"1065","C0206113","D017619","77470","Sequential Hemibody Irradiations"
"1066","C0206113","D017619","77470","Systemic Hemibody Irradiations"
"1067","C0206373","D017893","36522","Photopheresis"
"1068","C0206373","D017893","36522","Extracorporeal Photochemotherapies"
"1069","C0206373","D017893","36522","Photochemotherapies, Extracorporeal"
"1070","C0206373","D017893","36522","Photopheresis, Extracorporeal"
"1071","C0032716","D011167","37140","Anastomosis, Portacaval"
"1072","C0033052","D011295","59426","Care, Prenatal"
"1073","C0033052","D011295","59425","Care, Prenatal"
"1074","C0162661","D017233","65110","Evisceration, Orbit"
"1075","C0029392","D009996","1011849","Fragility, Osmotic"
"1076","C0017741","D005951","82952","Glucose Tolerance Tests"
"1077","C0017741","D005951","82951","Glucose Tolerance Tests"
"1078","C0242318","D006650","1012077","HLA Typings"
"1079","C0242318","D006650","1029969","HLA Typings"
"1080","C0020043","D006792","99600","House Call"
"1081","C0020043","D006792","1013774","House Call"
"1082","C0023985","D007081","44316","Ileostomy, Loop"
"1083","C0024485","D008279","76498","Imaging, Magnetic Resonance"
"1084","C0021490","D015552","11901","Injection, Intralesional"
"1085","C0021490","D015552","11900","Injection, Intralesional"
"1086","C0021490","D015552","1003286","Injection, Intralesional"
"1087","C0021490","D015552","11901","Intralesional Injection"
"1088","C0021490","D015552","11900","Intralesional Injection"
"1089","C0021490","D015552","1003286","Intralesional Injection"
"1090","C0024885","D015412","19301","Mastectomy, Partial"
"1091","C0024885","D015412","1014812","Mastectomy, Partial"
"1092","C0038153","D013200","69650","Mobilization, Stapes"
"1093","C0242836","D018607","59866","Multifetal Pregnancy Reductions"
"1094","C0023508","D007958","85004","Number, Leukocyte"
"1095","C0023508","D007958","85004","Numbers, Leukocyte"
"1096","C0543467","D013514","1003143","Operative Procedure"
"1097","C0031152","D010536","49425","Peritoneovenous Shunts"
"1098","C0032184","D010979","85597","Platelet Function Test"
"1099","C0032184","D010979","85576","Platelet Function Test"
"1100","C0242836","D018607","59866","Pregnancy Reduction, Multifetal"
"1101","C0242836","D018607","59866","Pregnancy Reductions, Multifetal"
"1102","C0033905","D011581","96103","Psychologic Test"
"1103","C0033905","D011581","96101","Psychologic Test"
"1104","C0033905","D011581","96102","Psychologic Test"
"1105","C0024884","D015409","19305","Radical Mastectomy"
"1106","C0242836","D018607","59866","Reduction, Multifetal Pregnancy"
"1107","C0242836","D018607","59866","Reductions, Multifetal Pregnancy"
"1108","C0007203","D016887","92950","Resuscitation, Cardiopulmonary"
"1109","C0031152","D010536","49425","Shunt, Peritoneovenous"
"1110","C0032716","D011167","37140","Shunt, Portacaval"
"1111","C0037842","D013076","89310","Sperm Counts"
"1112","C0037842","D013076","89320","Sperm Counts"
"1113","C0037842","D013076","89322","Sperm Counts"
"1114","C0037842","D013076","89300","Sperm Counts"
"1115","C0041290","D014374","86580","Test, Tuberculin"
"1116","C0041290","D014374","86580","Tests, Tuberculin"
"1117","C0037897","D013105","47460","Transduodenal Sphincterotomy"
"1118","C0039505","D013709","26510","Transfer, Tendon"
"1119","C0005841","D001803","36430","Transfusion, Blood"
"1120","C0005843","D001805","36460","Transfusion, Intrauterine"
"1121","C0242318","D006650","1012077","Typing, HLA"
"1122","C0242318","D006650","1029969","Typing, HLA"
"1123","C0242318","D006650","1012077","Typings, HLA"
"1124","C0242318","D006650","1029969","Typings, HLA"
"1125","C0194261","D018666","1008219","Ureteroscopies"
"1126","C0020043","D006792","99600","Visit, Home"
"1127","C0020043","D006792","1013774","Visit, Home"
"1128","C0013961","D004632","ET","Emergency Service, Medical"
"1129","C0013961","D004632","ET","Medical Emergency Service"
"1130","C0013961","D004632","ET","Medical Emergency Services"
"1131","C0042421","D014669","55400","Reversal, Vasectomy"
"1132","C0042421","D014669","55400","Reversals, Vasectomy"
"1133","C0013961","D004632","ET","Service, Medical Emergency"
"1134","C0013961","D004632","ET","Services, Medical Emergency"
"1135","C0042421","D014669","55400","Vasectomy Reversals"
"1136","C0021001","D007123","86327","2-D Immunoelectrophoresis"
"1137","C0021001","D007123","86327","2D Immunoelectrophoresis"
"1138","C0348002","D014547","50820","Conduit, Ileal"
"1139","C0348002","D014547","50820","Conduits, Ileal"
"1140","C0348002","D014547","50820","Ileal Conduits"
"1141","C0021001","D007123","86327","Immunoelectrophoresis, 2 D"
"1142","C0034573","D011860","1010521","Abdominal Radiographies"
"1143","C0005427","D001662","1007845","Biliary Tract Surgical Procedures"
"1144","C0197213","D019882","13153","Blepharoplasties"
"1145","C0197213","D019882","13151","Blepharoplasties"
"1146","C0197213","D019882","13152","Blepharoplasties"
"1147","C0197213","D019882","1010011","Blepharoplasties"
"1148","C0018821","D006348","33999","Cardiac Surgical Procedures"
"1149","C0038897","D013504","1006056","Cardiovascular Surgical Procedures"
"1150","C0302559","D019929","69930","Cochlear Implantation"
"1151","C0302559","D019929","69930","Cochlear Implantations"
"1152","C0302559","D019929","69930","Cochlear Prosthesis Implantations"
"1153","C0038898","D013505","1006964","Digestive System Surgical Procedures"
"1154","C0038900","D013507","1009024","Endocrine Surgical Procedures"
"1155","C0039989","D013906","1020900","Endoscopies, Pleural"
"1156","C0038902","D013509","1008681","Gynecologic Surgeries"
"1157","C0038902","D013509","1008681","Gynecologic Surgical Procedures"
"1158","C0038902","D013509","1008681","Gynecological Surgeries"
"1159","C0038902","D013509","1008681","Gynecological Surgery"
"1160","C0038902","D013509","1008681","Gynecological Surgical Procedures"
"1161","C0302559","D019929","69930","Implantation, Cochlear"
"1162","C0302559","D019929","69930","Implantation, Cochlear Prosthesis"
"1163","C0403319","D019935","1008541","Implantation, Penile"
"1164","C0403319","D019935","1008541","Implantation, Penile Prosthesis"
"1165","C0302559","D019929","69930","Implantations, Cochlear"
"1166","C0302559","D019929","69930","Implantations, Cochlear Prosthesis"
"1167","C0403319","D019935","1008541","Implantations, Penile"
"1168","C0403319","D019935","1008541","Implantations, Penile Prosthesis"
"1169","C0524850","D019635","64999","Neurosurgical Procedure"
"1170","C0524850","D019635","1009068","Neurosurgical Procedure"
"1171","C0524850","D019635","64999","Neurosurgical Procedures"
"1172","C0524850","D019635","1009068","Neurosurgical Procedures"
"1173","C0403319","D019935","1008541","Penile Implantation"
"1174","C0403319","D019935","1008541","Penile Implantations"
"1175","C0403319","D019935","1008541","Penile Prosthesis Implantations"
"1176","C0039989","D013906","1020900","Pleural Endoscopies"
"1177","C0282493","D004724","1014777","Procedure, Endoscopic Surgical"
"1178","C0038902","D013509","1008681","Procedure, Gynecological Surgical"
"1179","C0524850","D019635","64999","Procedure, Neurosurgical"
"1180","C0524850","D019635","1009068","Procedure, Neurosurgical"
"1181","C0282493","D004724","1014777","Procedures, Endoscopic Surgical"
"1182","C0038902","D013509","1008681","Procedures, Gynecological Surgical"
"1183","C0302559","D019929","69930","Prosthesis Implantation, Cochlear"
"1184","C0403319","D019935","1008541","Prosthesis Implantation, Penile"
"1185","C0302559","D019929","69930","Prosthesis Implantations, Cochlear"
"1186","C0403319","D019935","1008541","Prosthesis Implantations, Penile"
"1187","C0034573","D011860","1010521","Radiographies, Abdominal"
"1188","C0037813","D013058","83789","Mass Spectrometry"
"1189","C1260974","D053656","1004711","Tenodesis"
"1190","C0546515","D053715","1008247","Cystotomy"
"1191","C0546515","D053715","1008247","Cystotomies"
"1192","C0399839","D015390","43820","Gastrojejunostomies"
"1193","C0399839","D015390","1007395","Gastrojejunostomies"
"1194","C1260974","D053656","1004711","Tenodeses"
"1195","C0546515","D053715","1008247","Vesicotomies"
"1196","C0038902","D013509","1008681","Surgeries, Gynecologic"
"1197","C0038902","D013509","1008681","Surgeries, Gynecological"
"1198","C0038902","D013509","1008681","Surgical Procedure, Gynecological"
"1199","C0038902","D013509","1008681","Surgical Procedures, Gynecological"
"1200","C0543467","D013514","1003143","Surgical Procedures, Operative"
"1201","C0042381","D014656","37799","Vascular Surgical Procedures"
"1202","C0042381","D014656","1006359","Vascular Surgical Procedures"
"1203","C0005491","D001676","1012737","FEEDBACK PSYCHOPHYSIOL"
"1204","C0038886","D001918","77789","RADIOTHER SURFACE"
"1205","C0191589","D002615","1003493","CHEM FACE PEELING"
"1206","C0013516","D004452","1013050","ECHOCARDIOGR TRANSTHORACIC"
"1207","C0013819","D004569","1013322","ELECTROENCEPHALOGR"
"1208","C0282493","D004724","1014777","ENDOSCOPIC SURG PROCEDURES"
"1209","C0018821","D006348","33999","CARDIAC SURG PROCEDURE"
"1210","C0018821","D006348","33999","HEART SURG PROCEDURE"
"1211","C0018821","D006348","33999","SURG PROCEDURE CARDIAC"
"1212","C0024485","D008279","76498","TOMOGR MR"
"1213","C0024485","D008279","76498","MR TOMOGR"
"1214","C0027902","D009483","96118","TEST NEUROPSYCHOL"
"1215","C0027902","D009483","96119","TEST NEUROPSYCHOL"
"1216","C0027902","D009483","96120","TEST NEUROPSYCHOL"
"1217","C0027902","D009483","96118","TESTS NEUROPSYCHOL"
"1218","C0027902","D009483","96119","TESTS NEUROPSYCHOL"
"1219","C0027902","D009483","96120","TESTS NEUROPSYCHOL"
"1220","C0033971","D011615","90853","PSYCHOTHER GROUP"
"1221","C0034575","D011861","70300","DENT RADIOGR"
"1222","C0034575","D011861","70310","DENT RADIOGR"
"1223","C0034575","D011861","70320","DENT RADIOGR"
"1224","C0034579","D011862","70355","PANORAMIC RADIOGR"
"1225","C0038902","D013509","1008681","GYNECOL SURG"
"1226","C0543467","D013514","1003143","PROCEDURES OPERATIVE SURG"
"1227","C0543467","D013514","1003143","SURG PROCEDURE OPERATIVE"
"1228","C0039194","D013601","1011953","LYMPHOCYTES J"
"1229","C0041618","D014463","76999","ECHOTOMOGR"
"1230","C0041618","D014463","1010759","ECHOTOMOGR"
"1231","C0042381","D014656","37799","PROCEDURE VASCULAR SURG"
"1232","C0042381","D014656","1006359","PROCEDURE VASCULAR SURG"
"1233","C0043159","D014914","85345","ACTIVATED COAG TIME WHOLE BLOOD"
"1234","C0023911","D016031","1007811","TRANSPL HEPATIC"
"1235","C0024128","D016040","32851","LUNG TRANSPL"
"1236","C0024128","D016040","1006036","LUNG TRANSPL"
"1237","C0162701","D017286","95811","POLYSOMNOGR"
"1238","C0162701","D017286","95783","POLYSOMNOGR"
"1239","C0162701","D017286","95808","POLYSOMNOGR"
"1240","C0162701","D017286","95782","POLYSOMNOGR"
"1241","C0162701","D017286","95810","POLYSOMNOGR"
"1242","C0162701","D017286","1013314","POLYSOMNOGR"
"1243","C0032743","D049268","78811","POSITRON EMISS TOMOGR"
"1244","C0005491","D001676","1012737","PSYCHOPHYSIOL FEEDBACK"
"1245","C0005790","D001780","1011784","TESTS BLOOD COAG"
"1246","C0191589","D002615","1003493","FACE PEELING CHEM"
"1247","C0008310","D002760","1007283","CHOLANGIOPANCREATOGR ENDOSCOPIC RETROGRADE"
"1248","C0008797","D002933","76120","CINEFLUOROGR"
"1249","C0008797","D002933","76125","CINEFLUOROGR"
"1250","C0013961","D004632","ET","MED SERV EMERGENCY"
"1251","C0282493","D004724","1014777","ENDOSCOPIC SURG PROCEDURE"
"1252","C0018795","D006328","1013071","CATH HEART"
"1253","C0018821","D006348","33999","PROCEDURES HEART SURG"
"1254","C0018821","D006348","33999","SURG PROCEDURES HEART"
"1255","C0018821","D006348","33999","SURG PROCEDURE HEART"
"1256","C0021044","D007150","88342","IMMUNOHISTOCHEM"
"1257","C0021044","D007150","88341","IMMUNOHISTOCHEM"
"1258","C0021044","D007150","88344","IMMUNOHISTOCHEM"
"1259","C0027902","D009483","96118","NEUROPSYCHOL TESTS"
"1260","C0027902","D009483","96119","NEUROPSYCHOL TESTS"
"1261","C0027902","D009483","96120","NEUROPSYCHOL TESTS"
"1262","C0031740","D010778","96912","PHOTODYNAMIC THER"
"1263","C0031740","D010778","96910","PHOTODYNAMIC THER"
"1264","C0031740","D010778","96913","PHOTODYNAMIC THER"
"1265","C0031740","D010778","1013466","PHOTODYNAMIC THER"
"1266","C0031740","D010778","1013474","PHOTODYNAMIC THER"
"1267","C0032722","D011171","47701","PORTOENTEROSTOMY"
"1268","C0034172","D011701","96912","PUVA THER"
"1269","C0034573","D011860","1010521","RADIOGR ABDOMINAL"
"1270","C0038897","D013504","1006056","SURG PROCEDURE CARDIOVASC"
"1271","C0038900","D013507","1009024","ENDOCRINE SURG PROCEDURE"
"1272","C0038900","D013507","1009024","SURG PROCEDURE ENDOCRINE"
"1273","C0038900","D013507","1009024","SURG PROCEDURES ENDOCRINE"
"1274","C0543467","D013514","1003143","OPERATIVE SURG PROCEDURE"
"1275","C0043159","D014914","85345","WHOLE BLOOD COAG TIME"
"1276","C0043162","D014916","77470","WHOLE BODY IRRAD"
"1277","C0021490","D015552","11901","INTRALESIONAL INJECT"
"1278","C0021490","D015552","11900","INTRALESIONAL INJECT"
"1279","C0021490","D015552","1003286","INTRALESIONAL INJECT"
"1280","C0018833","D016041","1006332","TRANSPL HEART LUNG"
"1281","C0080232","D016378","20926","TISSUE TRANSPL"
"1282","C0005427","D001662","1007845","SURG PROCEDURES BILIARY"
"1283","C0005790","D001780","1011784","BLOOD COAG TESTS"
"1284","C0008310","D002760","1007283","ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGR"
"1285","C0013516","D004452","1013050","ECHOCARDIOGR"
"1286","C0018821","D006348","33999","SURG PROCEDURES CARDIAC"
"1287","C0018904","D006385","86280","HEMAGGLUTINATION INHIB TEST"
"1288","C0242349","D007150","88341","IMMUNOCYTOCHEM"
"1289","C0242349","D007150","88344","IMMUNOCYTOCHEM"
"1290","C0030605","D010314","1011869","APTT"
"1291","C0031809","D010808","1014526","PHYSICAL EXAM"
"1292","C0037265","D012866","1021887","NURS FACILITIES SKILLED"
"1293","C0038897","D013504","1006056","CARDIOVASC SURG PROCEDURE"
"1294","C0038897","D013504","1006056","PROCEDURES CARDIOVASC SURG"
"1295","C0038897","D013504","1006056","SURG PROCEDURES CARDIOVASC"
"1296","C0038900","D013507","1009024","PROCEDURE ENDOCRINE SURG"
"1297","C0038902","D013509","1008681","PROCEDURE GYNECOL SURG"
"1298","C0543467","D013514","1003143","SURG PROCEDURES OPERATIVE"
"1299","C0543467","D013514","1003143","PROCEDURE OPERATIVE SURG"
"1300","C0042381","D014656","37799","SURG PROCEDURE VASCULAR"
"1301","C0042381","D014656","1006359","SURG PROCEDURE VASCULAR"
"1302","C0042381","D014656","37799","SURG PROCEDURES VASCULAR"
"1303","C0042381","D014656","1006359","SURG PROCEDURES VASCULAR"
"1304","C0043162","D014916","77470","RAD WHOLE BODY"
"1305","C0394664","D015670","97811","THER ACUPUNCTURE"
"1306","C0394664","D015670","97810","THER ACUPUNCTURE"
"1307","C0394664","D015670","1013552","THER ACUPUNCTURE"
"1308","C0005976","D016025","20902","TRANSPL BONE"
"1309","C0005976","D016025","20900","TRANSPL BONE"
"1310","C0018823","D016027","33945","TRANSPL CARDIAC"
"1311","C0022671","D016030","1008098","KIDNEY TRANSPL"
"1312","C0010042","D016039","1009786","TRANSPL CORNEAL"
"1313","C0010042","D016039","1009787","TRANSPL CORNEAL"
"1314","C0010042","D016039","1009786","TRANSPL CORNEA"
"1315","C0010042","D016039","1009787","TRANSPL CORNEA"
"1316","C0086511","D019645","27440","REPLACE ARTHROPLASTY KNEE"
"1317","C0086511","D019645","27443","REPLACE ARTHROPLASTY KNEE"
"1318","C0086511","D019645","27446","REPLACE ARTHROPLASTY KNEE"
"1319","C0086511","D019645","27447","REPLACE ARTHROPLASTY KNEE"
"1320","C0086511","D019645","27441","REPLACE ARTHROPLASTY KNEE"
"1321","C0086511","D019645","27442","REPLACE ARTHROPLASTY KNEE"
"1322","C0032743","D049268","78811","TOMOGR POSITRON EMISS"
"1323","C0013961","D004632","ET","SERV EMERGENCY MED"
"1324","C0005427","D001662","1007845","BILIARY TRACT SURG PROCEDURE"
"1325","C0005427","D001662","1007845","SURG PROCEDURES BILIARY TRACT"
"1326","C0005491","D001676","1012737","BIOFEEDBACK PSYCHOL"
"1327","C0038886","D001918","77789","SURFACE RADIOTHER"
"1328","C0008797","D002933","76120","CINERADIOGR"
"1329","C0008797","D002933","76125","CINERADIOGR"
"1330","C0008797","D002933","76120","RADIOCINEMATOGR"
"1331","C0008797","D002933","76125","RADIOCINEMATOGR"
"1332","C0282493","D004724","1014777","SURG ENDOSCOPY"
"1333","C0018821","D006348","33999","CARDIAC SURG PROCEDURES"
"1334","C0032716","D011167","37140","SHUNT SURG PORTACAVAL"
"1335","C0033905","D011581","96103","TEST PSYCHOL"
"1336","C0033905","D011581","96101","TEST PSYCHOL"
"1337","C0033905","D011581","96102","TEST PSYCHOL"
"1338","C0033968","D011613","1021137","PSYCHOTHER"
"1339","C0034579","D011862","70355","PANTOMOGR"
"1340","C0037813","D013058","83789","MASS SPECTRUM ANAL"
"1341","C0037813","D013058","83789","SPECTRUM ANAL MASS"
"1342","C0038898","D013505","1006964","PROCEDURES DIGESTIVE SYSTEM SURG"
"1343","C0038900","D013507","1009024","ENDOCRINE SURG PROCEDURES"
"1344","C0038900","D013507","1009024","PROCEDURES ENDOCRINE SURG"
"1345","C0038902","D013509","1008681","SURG PROCEDURE GYNECOL"
"1346","C0038925","D013524","1003472","SURG FLAP"
"1347","C0087111","D013812","97139","THER"
"1348","C0041618","D014463","76999","ULTRASONOGR"
"1349","C0041618","D014463","1010759","ULTRASONOGR"
"1350","C0043159","D014914","85345","BLOOD COAG TIME WHOLE"
"1351","C0043162","D014916","77470","TOTAL BODY IRRAD"
"1352","C0005976","D016025","20902","BONE TRANSPL"
"1353","C0005976","D016025","20900","BONE TRANSPL"
"1354","C0018823","D016027","33945","CARDIAC TRANSPL"
"1355","C0023911","D016031","1007811","HEPATIC TRANSPL"
"1356","C0007203","D016887","92950","CARDIOPULM RESUSCITATION"
"1357","C0206054","D017548","93355","TEE"
"1358","C0206113","D017619","77470","HEMIBODY IRRAD"
"1359","C0206113","D017619","77470","SEQ HEMIBODY IRRAD"
"1360","C0086511","D019645","27440","ARTHROPLASTY REPLACE KNEE"
"1361","C0086511","D019645","27443","ARTHROPLASTY REPLACE KNEE"
"1362","C0086511","D019645","27446","ARTHROPLASTY REPLACE KNEE"
"1363","C0086511","D019645","27447","ARTHROPLASTY REPLACE KNEE"
"1364","C0086511","D019645","27441","ARTHROPLASTY REPLACE KNEE"
"1365","C0086511","D019645","27442","ARTHROPLASTY REPLACE KNEE"
"1366","C0086511","D019645","27440","ARTHROPLASTY KNEE REPLACE"
"1367","C0086511","D019645","27443","ARTHROPLASTY KNEE REPLACE"
"1368","C0086511","D019645","27446","ARTHROPLASTY KNEE REPLACE"
"1369","C0086511","D019645","27447","ARTHROPLASTY KNEE REPLACE"
"1370","C0086511","D019645","27441","ARTHROPLASTY KNEE REPLACE"
"1371","C0086511","D019645","27442","ARTHROPLASTY KNEE REPLACE"
"1372","C0086511","D019645","27440","KNEE REPLACE ARTHROPLASTY"
"1373","C0086511","D019645","27443","KNEE REPLACE ARTHROPLASTY"
"1374","C0086511","D019645","27446","KNEE REPLACE ARTHROPLASTY"
"1375","C0086511","D019645","27447","KNEE REPLACE ARTHROPLASTY"
"1376","C0086511","D019645","27441","KNEE REPLACE ARTHROPLASTY"
"1377","C0086511","D019645","27442","KNEE REPLACE ARTHROPLASTY"
"1378","C0013516","D004452","1013050","TRANSTHORACIC ECHOCARDIOG"
"1379","C0013961","D004632","ET","EMERGENCY SERV MED"
"1380","C0015236","D005078","36455","EXCHANGE TRANSFUSION"
"1381","C0015236","D005078","36450","EXCHANGE TRANSFUSION"
"1382","C0015236","D005078","1006667","EXCHANGE TRANSFUSION"
"1383","C0015618","D005196","90846","THER FAMILY"
"1384","C0016313","D005451","92235","FLUORESCEIN ANGIOGR"
"1385","C0018795","D006328","1013071","CATH CARDIAC"
"1386","C0018821","D006348","33999","PROCEDURE HEART SURG"
"1387","C0024485","D008279","76498","MRI"
"1388","C0033971","D011615","90853","GROUP PSYCHOTHER"
"1389","C0034172","D011701","96912","THER PUVA"
"1390","C0034172","D011701","96912","PSORALEN ULTRAVIOLET A THER"
"1391","C0038898","D013505","1006964","DIGESTIVE SYSTEM SURG PROCEDURE"
"1392","C0543467","D013514","1003143","OPERATIVE SURG PROCEDURES"
"1393","C0038925","D013524","1003472","FLAP SURG"
"1394","C0038925","D013524","1003472","FLAPS SURG"
"1395","C0919842","D013588","86780","SERODIAG SYPHILIS"
"1396","C0042381","D014656","37799","VASCULAR SURG PROCEDURES"
"1397","C0042381","D014656","1006359","VASCULAR SURG PROCEDURES"
"1398","C0042381","D014656","37799","PROCEDURES VASCULAR SURG"
"1399","C0042381","D014656","1006359","PROCEDURES VASCULAR SURG"
"1400","C0042381","D014656","37799","VASCULAR SURG PROCEDURE"
"1401","C0042381","D014656","1006359","VASCULAR SURG PROCEDURE"
"1402","C0036782","D015610","87197","SBT"
"1403","C0022671","D016030","1008098","RENAL TRANSPL"
"1404","C0022671","D016030","1008098","TRANSPL RENAL"
"1405","C0010042","D016039","1009786","CORNEA TRANSPL"
"1406","C0010042","D016039","1009787","CORNEA TRANSPL"
"1407","C0162701","D017286","95811","SOMNOGR"
"1408","C0162701","D017286","95783","SOMNOGR"
"1409","C0162701","D017286","95808","SOMNOGR"
"1410","C0162701","D017286","95782","SOMNOGR"
"1411","C0162701","D017286","95810","SOMNOGR"
"1412","C0162701","D017286","1013314","SOMNOGR"
"1413","C0206054","D017548","93355","ECHOCARDIOGR TRANSESOPHAGEAL"
"1414","C0206373","D017893","36522","EXTRACORPOREAL PHOTOCHEMOTHER"
"1415","C0206373","D017893","36522","PHOTOCHEMOTHER EXTRACORPOREAL"
"1416","C0524850","D019635","64999","PROCEDURES NEUROSURG"
"1417","C0524850","D019635","1009068","PROCEDURES NEUROSURG"
"1418","C0086511","D019645","27440","KNEE REPLACE ARTHROPLASTIES"
"1419","C0086511","D019645","27443","KNEE REPLACE ARTHROPLASTIES"
"1420","C0086511","D019645","27446","KNEE REPLACE ARTHROPLASTIES"
"1421","C0086511","D019645","27447","KNEE REPLACE ARTHROPLASTIES"
"1422","C0086511","D019645","27441","KNEE REPLACE ARTHROPLASTIES"
"1423","C0086511","D019645","27442","KNEE REPLACE ARTHROPLASTIES"
"1424","C0086511","D019645","27440","TOTAL KNEE REPLACE"
"1425","C0086511","D019645","27443","TOTAL KNEE REPLACE"
"1426","C0086511","D019645","27446","TOTAL KNEE REPLACE"
"1427","C0086511","D019645","27447","TOTAL KNEE REPLACE"
"1428","C0086511","D019645","27441","TOTAL KNEE REPLACE"
"1429","C0086511","D019645","27442","TOTAL KNEE REPLACE"
"1430","C0086511","D019645","27440","REPLACE TOTAL KNEE"
"1431","C0086511","D019645","27443","REPLACE TOTAL KNEE"
"1432","C0086511","D019645","27446","REPLACE TOTAL KNEE"
"1433","C0086511","D019645","27447","REPLACE TOTAL KNEE"
"1434","C0086511","D019645","27441","REPLACE TOTAL KNEE"
"1435","C0086511","D019645","27442","REPLACE TOTAL KNEE"
"1436","C0086511","D019645","27440","REPLACE ARTHROPLASTIES KNEE"
"1437","C0086511","D019645","27443","REPLACE ARTHROPLASTIES KNEE"
"1438","C0086511","D019645","27446","REPLACE ARTHROPLASTIES KNEE"
"1439","C0086511","D019645","27447","REPLACE ARTHROPLASTIES KNEE"
"1440","C0086511","D019645","27441","REPLACE ARTHROPLASTIES KNEE"
"1441","C0086511","D019645","27442","REPLACE ARTHROPLASTIES KNEE"
"1442","C0005427","D001662","1007845","BILIARY TRACT SURG PROCEDURES"
"1443","C0005427","D001662","1007845","BILIARY SURG PROCEDURE"
"1444","C0005427","D001662","1007845","SURG PROCEDURE BILIARY TRACT"
"1445","C0013839","D004576","1013340","ELECTROMYOGR"
"1446","C0013961","D004632","ET","EMERGENCY MED SERV"
"1447","C0018795","D006328","1013071","CARDIAC CATH"
"1448","C0018821","D006348","33999","PROCEDURES CARDIAC SURG"
"1449","C0027405","D009291","90865","NARCOSYN"
"1450","C0013995","D009786","HJ","EMPLOYEE ASSISTANCE PROGRAMS"
"1451","C0030605","D010314","1011869","PTT"
"1452","C0031740","D010778","96912","THER PHOTODYNAMIC"
"1453","C0031740","D010778","96910","THER PHOTODYNAMIC"
"1454","C0031740","D010778","96913","THER PHOTODYNAMIC"
"1455","C0031740","D010778","1013466","THER PHOTODYNAMIC"
"1456","C0031740","D010778","1013474","THER PHOTODYNAMIC"
"1457","C0032221","D010991","94726","PLETHYSMOGR"
"1458","C0033905","D011581","96103","PSYCHOL TESTS"
"1459","C0033905","D011581","96101","PSYCHOL TESTS"
"1460","C0033905","D011581","96102","PSYCHOL TESTS"
"1461","C1522449","D011878","1010843","RADIOTHER"
"1462","C0037813","D013058","83789","ANAL MASS SPECTRUM"
"1463","C0038898","D013505","1006964","SURG PROCEDURES DIGESTIVE SYSTEM"
"1464","C0040405","D014057","76497","CT XRAY"
"1465","C0041626","D014467","96900","ULTRAVIOLET THER"
"1466","C0041626","D014467","96900","ACTINOTHER"
"1467","C0041626","D014467","96900","THER ULTRAVIOLET"
"1468","C0043159","D014914","85345","COAG TIME WHOLE BLOOD"
"1469","C0043162","D014916","77470","IRRAD TOTAL BODY"
"1470","C0043162","D014916","77470","WHOLE BODY RAD"
"1471","C0021490","D015552","11901","INJECT INTRALESIONAL"
"1472","C0021490","D015552","11900","INJECT INTRALESIONAL"
"1473","C0021490","D015552","1003286","INJECT INTRALESIONAL"
"1474","C0018823","D016027","33945","TRANSPL HEART"
"1475","C0022671","D016030","1008098","TRANSPL KIDNEY"
"1476","C0023911","D016031","1007811","TRANSPL LIVER"
"1477","C0080232","D016378","20926","TRANSPL TISSUE"
"1478","C0206113","D017619","77470","IRRAD HALF BODY"
"1479","C0242836","D018607","59866","PREGN REDUCTION MULTIFETAL"
"1480","C0242836","D018607","59866","MULTIFETAL PREGN REDUCTION"
"1481","C0086511","D019645","27440","ARTHROPLASTIES KNEE REPLACE"
"1482","C0086511","D019645","27443","ARTHROPLASTIES KNEE REPLACE"
"1483","C0086511","D019645","27446","ARTHROPLASTIES KNEE REPLACE"
"1484","C0086511","D019645","27447","ARTHROPLASTIES KNEE REPLACE"
"1485","C0086511","D019645","27441","ARTHROPLASTIES KNEE REPLACE"
"1486","C0086511","D019645","27442","ARTHROPLASTIES KNEE REPLACE"
